=======================================================================
ID     | NOME DO ALUNO                       | CURSO                    
2900   | Laís Barros Neto                    | Medicina                 
2901   | Henry Almada                        | Medicina                 
2902   | Joana Pedroso                       | Psicologia               
2903   | Srta. Enzo Thiago Roseira           | Sistemas de Informacao   
2904   | Ana Resende                         | Sistemas de Informacao   
2905   | Adriana Carreira                    | Ciencia da Computacao    
2906   | Sr. Isabelly de Borba               | Arquitetura              
2907   | Ana Laura Brites                    | Engenharia de Software   
2908   | Otávio Fontes Jr.                   | Enfermagem               
2909   | Sra. Ana Sophia Veles               | Engenharia de Software   
2910   | Bruna Gentil                        | Psicologia               
2911   | Luana Vimaranes Jr.                 | Administracao            
2912   | Arthur Henrique Bomdia              | Psicologia               
2913   | Sophia da Veiga Neto                | Ciencia da Computacao    
2914   | Dr. Yasmin Leiria                   | Psicologia               
2915   | Igor Bentes Jr.                     | Ciencia da Computacao    
2916   | Beatriz Banheira Jr.                | Sistemas de Informacao   
2917   | Rebeca Dias                         | Enfermagem               
2918   | Janaína Marcondes                   | Enfermagem               
2919   | César Pires                         | Psicologia               
2920   | Aurora Ramalho Neto                 | Administracao            
2921   | Maria Júlia Neves Filho             | Agronomia                
2922   | Maria Isis Quarteira Filho          | Enfermagem               
2923   | Gabrielly Nascimento                | Agronomia                
2924   | Laís Soares                         | Psicologia               
2925   | Maria Sophia Brites                 | Agronomia                
2926   | Antonella Soares Jr.                | Agronomia                
2927   | Louise Marcondes                    | Arquitetura              
2928   | Janaína Silva                       | Psicologia               
2929   | Lucca Crespo                        | Sistemas de Informacao   
2930   | Maya Barreira Filho                 | Engenharia de Software   
2931   | Manuela Almada                      | Enfermagem               
2932   | Nicole da Rocha                     | Medicina                 
2933   | Isadora Nunes Neto                  | Engenharia de Software   
2934   | César Castro                        | Psicologia               
2935   | Sophia Barreto Filho                | Ciencia da Computacao    
2936   | Ladislau Porto                      | Arquitetura              
2937   | Yasmin Souza                        | Engenharia de Software   
2938   | Vitória Nunes                       | Medicina                 
2939   | Marcia Costa                        | Psicologia               
2940   | Janaína da Barranca                 | Ciencia da Computacao    
2941   | Sra. Marcia Reis                    | Psicologia               
2942   | Maria Luiza Raia                    | Sistemas de Informacao   
2943   | Beatriz da Rocha                    | Engenharia de Software   
2944   | Malu Morais                         | Agronomia                
2945   | Lavínia de Lins                     | Engenharia de Software   
2946   | Yango Ximenes                       | Engenharia de Software   
2947   | Matheus Bomdia                      | Direito                  
2948   | Dra. Pietro Rêgo                    | Arquitetura              
2949   | Sra. Enzo Sais                      | Psicologia               
2950   | Otávio de Quadros                   | Arquitetura              
2951   | Fábio Palhares                      | Medicina                 
2952   | Dr. Márcia Caldeira                 | Medicina                 
2953   | Dra. Aurora Mendanha                | Arquitetura              
2954   | Paulo Corte                         | Administracao            
2955   | Tomás Laranjeira                    | Agronomia                
2956   | Raul Viveiros Filho                 | Arquitetura              
2957   | Bárbara Carvalheira                 | Engenharia de Software   
2958   | Dr. Camila da Rosa                  | Direito                  
2959   | Sr. Suélen da Conceição             | Agronomia                
